pressure_series__bar,reference_pressure_round__bar,filename,time__s,pressure__bar,mass__g,mass_flow_rate__g_per_s,basket_pressure__bar
4.0000,4.0000,4-1.txt,2.8960,4.2447,-0.0260,0.0377,3.9602
4.0000,4.0000,4-1.txt,2.9890,4.2553,-0.0038,0.0413,3.9705
4.0000,4.0000,4-1.txt,3.0830,4.2395,0.0029,0.0335,3.9551
4.0000,4.0000,4-1.txt,3.1760,4.2687,0.0077,0.0217,3.9848
4.0000,4.0000,4-1.txt,3.2690,4.2687,0.0120,0.0103,3.9852
4.0000,4.0000,4-1.txt,3.3630,4.2560,0.0082,0.0107,3.9724
4.0000,4.0000,4-1.txt,3.4570,4.2477,0.0091,0.0178,3.9639
4.0000,4.0000,4-1.txt,3.5500,4.2500,0.0408,0.0220,3.9660
4.0000,4.0000,4-1.txt,3.6430,4.2447,0.0154,0.0258,3.9606
4.0000,4.0000,4-1.txt,3.7360,4.2455,0.0125,0.0257,3.9614
4.0000,4.0000,4-1.txt,3.8290,4.2665,0.0091,0.0273,3.9823
4.0000,4.0000,4-1.txt,3.9240,4.2620,0.0466,0.0249,3.9779
4.0000,4.0000,4-1.txt,4.0170,4.2492,0.0581,0.0171,3.9655
4.0000,4.0000,4-1.txt,4.1100,4.2447,0.0668,0.0082,3.9613
4.0000,4.0000,4-1.txt,4.2030,4.2477,0.0192,-0.0035,3.9647
4.0000,4.0000,4-1.txt,4.2960,4.2477,0.0394,-0.0082,3.9649
4.0000,4.0000,4-1.txt,4.3910,4.2455,0.0514,-0.0107,3.9627
4.0000,4.0000,4-1.txt,4.4840,4.2523,0.0500,-0.0112,3.9695
4.0000,4.0000,4-1.txt,4.5770,4.2680,0.0481,-0.0186,3.9855
4.0000,4.0000,4-1.txt,4.6700,4.2485,0.0192,-0.0214,3.9661
4.0000,4.0000,4-1.txt,4.7640,4.2350,-0.0120,-0.0218,3.9526
4.0000,4.0000,4-1.txt,4.8580,4.2530,0.0202,-0.0232,3.9707
4.0000,4.0000,4-1.txt,4.9510,4.2470,0.0408,-0.0236,3.9647
4.0000,4.0000,4-1.txt,5.0440,4.2380,0.0360,-0.0268,3.9558
4.0000,4.0000,4-1.txt,5.1380,4.2598,0.0375,-0.0154,3.9772
4.0000,4.0000,4-1.txt,5.2310,4.2500,0.0423,-0.0071,3.9671
4.0000,4.0000,4-1.txt,5.3250,4.2380,0.0308,-0.0091,3.9552
4.0000,4.0000,4-1.txt,5.4180,4.2313,-0.0010,-0.0194,3.9488
4.0000,4.0000,4-1.txt,5.5110,4.2417,-0.0096,-0.0268,3.9596
4.0000,4.0000,4-1.txt,5.6050,4.2470,-0.0211,-0.0225,3.9647
4.0000,4.0000,4-1.txt,5.6980,4.2350,-0.0687,-0.0233,3.9527
4.0000,4.0000,4-1.txt,5.7910,4.2508,-0.0447,-0.0278,3.9686
4.0000,4.0000,4-1.txt,5.8850,4.2402,-0.0442,-0.0305,3.9582
4.0000,4.0000,4-1.txt,5.9790,4.2260,-0.0187,-0.0346,3.9441
4.0000,4.0000,4-1.txt,6.0720,4.2290,-0.0750,-0.0298,3.9469
4.0000,4.0000,4-1.txt,6.1650,4.2290,-0.0255,-0.0088,3.9462
4.0000,4.0000,4-1.txt,6.2580,4.2395,-0.0769,-0.0034,3.9565
4.0000,4.0000,4-1.txt,6.3520,4.2313,-0.0351,-0.0230,3.9489
4.0000,4.0000,4-1.txt,6.4460,4.2387,-0.0461,-0.0252,3.9565
4.0000,4.0000,4-1.txt,6.5390,4.2320,-0.0476,-0.0176,3.9495
4.0000,4.0000,4-1.txt,6.6320,4.2162,-0.0087,-0.0134,3.9336
4.0000,4.0000,4-1.txt,6.7250,4.2283,-0.0058,-0.0082,3.9454
4.0000,4.0000,4-1.txt,6.8190,4.2320,0.0130,0.0099,3.9485
4.0000,4.0000,4-1.txt,6.9130,4.2313,-0.0173,0.0410,3.9466
4.0000,4.0000,4-1.txt,7.0060,4.2275,-0.0101,0.0664,3.9418
4.0000,4.0000,4-1.txt,7.0990,4.2320,-0.0317,0.0844,3.9456
4.0000,4.0000,4-1.txt,7.1920,4.2350,-0.0423,0.0855,3.9486
4.0000,4.0000,4-1.txt,7.2860,4.2237,-0.0250,0.0832,3.9374
4.0000,4.0000,4-1.txt,7.3800,4.2162,-0.0476,0.0883,3.9297
4.0000,4.0000,4-1.txt,7.4730,4.2462,-0.0524,0.1021,3.9592
4.0000,4.0000,4-1.txt,7.5660,4.2387,-0.0509,0.1082,3.9514
4.0000,4.0000,4-1.txt,7.6590,4.2237,0.0091,0.1103,3.9363
4.0000,4.0000,4-1.txt,7.7530,4.2387,-0.0197,0.1142,3.9512
4.0000,4.0000,4-1.txt,7.8470,4.2245,-0.0519,0.1139,3.9369
4.0000,4.0000,4-1.txt,7.9400,4.2140,-0.0173,0.1315,3.9257
4.0000,4.0000,4-1.txt,8.0330,4.2132,-0.0115,0.1436,3.9245
4.0000,4.0000,4-1.txt,8.1270,4.2260,0.0135,0.1455,3.9371
4.0000,4.0000,4-1.txt,8.2200,4.2313,0.0125,0.1450,3.9424
4.0000,4.0000,4-1.txt,8.3140,4.2162,0.0754,0.1471,3.9273
4.0000,4.0000,4-1.txt,8.4070,4.2252,0.1523,0.1584,3.9358
4.0000,4.0000,4-1.txt,8.5000,4.2185,0.2014,0.1737,3.9284
4.0000,4.0000,4-1.txt,8.5940,4.2043,0.1970,0.1917,3.9134
4.0000,4.0000,4-1.txt,8.6870,4.2185,0.1841,0.1997,3.9273
4.0000,4.0000,4-1.txt,8.7810,4.2260,0.2086,0.2069,3.9345
4.0000,4.0000,4-1.txt,8.8740,4.2155,0.2398,0.2222,3.9233
4.0000,4.0000,4-1.txt,8.9680,4.2095,0.2566,0.2377,3.9166
4.0000,4.0000,4-1.txt,9.0610,4.2170,0.2686,0.2408,3.9240
4.0000,4.0000,4-1.txt,9.1540,4.2125,0.2667,0.2402,3.9195
4.0000,4.0000,4-1.txt,9.2470,4.2012,0.2802,0.2542,3.9076
4.0000,4.0000,4-1.txt,9.3410,4.2118,0.2960,0.2677,3.9175
4.0000,4.0000,4-1.txt,9.4350,4.2215,0.3700,0.2736,3.9270
4.0000,4.0000,4-1.txt,9.5280,4.2207,0.4042,0.2801,3.9260
4.0000,4.0000,4-1.txt,9.6210,4.2027,0.4229,0.2917,3.9074
4.0000,4.0000,4-1.txt,9.7140,4.2118,0.4229,0.2941,3.9163
4.0000,4.0000,4-1.txt,9.8090,4.2080,0.4234,0.2837,3.9130
4.0000,4.0000,4-1.txt,9.9020,4.1982,0.4652,0.2717,3.9039
4.0000,4.0000,4-1.txt,9.9950,4.2192,0.4974,0.2732,3.9248
4.0000,4.0000,4-1.txt,10.0880,4.2170,0.5368,0.2880,3.9218
4.0000,4.0000,4-1.txt,10.1810,4.2148,0.5498,0.2968,3.9192
4.0000,4.0000,4-1.txt,10.2760,4.1990,0.5733,0.3005,3.9033
4.0000,4.0000,4-1.txt,10.3690,4.1990,0.6118,0.3107,3.9028
4.0000,4.0000,4-1.txt,10.4620,4.1945,0.6589,0.3274,3.8975
4.0000,4.0000,4-1.txt,10.5550,4.1893,0.6915,0.3467,3.8913
4.0000,4.0000,4-1.txt,10.6490,4.2125,0.6867,0.3564,3.9141
4.0000,4.0000,4-1.txt,10.7420,4.2125,0.7122,0.3508,3.9143
4.0000,4.0000,4-1.txt,10.8360,4.2020,0.7684,0.3445,3.9042
4.0000,4.0000,4-1.txt,10.9290,4.1952,0.7872,0.3441,3.8974
4.0000,4.0000,4-1.txt,11.0220,4.1997,0.8362,0.3495,3.9017
4.0000,4.0000,4-1.txt,11.1160,4.1982,0.8780,0.3642,3.8994
4.0000,4.0000,4-1.txt,11.2090,4.1990,0.9116,0.3812,3.8994
4.0000,4.0000,4-1.txt,11.3030,4.2185,0.9578,0.3924,3.9183
4.0000,4.0000,4-1.txt,11.3960,4.2110,0.9688,0.4022,3.9103
4.0000,4.0000,4-1.txt,11.4900,4.2012,1.0125,0.4030,3.9005
4.0000,4.0000,4-1.txt,11.5830,4.1975,1.0371,0.4150,3.8961
4.0000,4.0000,4-1.txt,11.6760,4.2080,1.0745,0.4456,3.9051
4.0000,4.0000,4-1.txt,11.7700,4.2140,1.1144,0.4642,3.9101
4.0000,4.0000,4-1.txt,11.8630,4.2088,1.1817,0.4689,3.9046
4.0000,4.0000,4-1.txt,11.9570,4.2245,1.2398,0.4712,3.9202
4.0000,4.0000,4-1.txt,12.0500,4.2298,1.3038,0.4940,3.9243
4.0000,4.0000,4-1.txt,12.1430,4.2148,1.3071,0.5200,3.9079
4.0000,4.0000,4-1.txt,12.2370,4.2080,1.3004,0.5205,3.9011
4.0000,4.0000,4-1.txt,12.3310,4.2177,1.3605,0.5196,3.9109
4.0000,4.0000,4-1.txt,12.4240,4.2207,1.4056,0.5317,3.9132
4.0000,4.0000,4-1.txt,12.5170,4.2140,1.4446,0.5518,3.9054
4.0000,4.0000,4-1.txt,12.6100,4.2290,1.5090,0.5599,3.9199
4.0000,4.0000,4-1.txt,12.7030,4.2192,1.5431,0.5538,3.9105
4.0000,4.0000,4-1.txt,12.7980,4.2058,1.6185,0.5692,3.8961
4.0000,4.0000,4-1.txt,12.8910,4.2148,1.6752,0.5869,3.9041
4.0000,4.0000,4-1.txt,12.9840,4.2125,1.6949,0.5923,3.9016
4.0000,4.0000,4-1.txt,13.0770,4.2283,1.7968,0.6084,3.9164
4.0000,4.0000,4-1.txt,13.1700,4.2073,1.9073,0.6301,3.8941
4.0000,4.0000,4-1.txt,13.2650,4.2343,1.9660,0.6323,3.9210
4.0000,4.0000,4-1.txt,13.3580,4.2245,2.0212,0.6176,3.9121
4.0000,4.0000,4-1.txt,13.4510,4.2155,2.0592,0.6211,3.9029
4.0000,4.0000,4-1.txt,13.5440,4.2275,2.1808,0.6446,3.9135
4.0000,4.0000,4-1.txt,13.6380,4.2440,2.2303,0.6690,3.9286
4.0000,4.0000,4-1.txt,13.7320,4.2305,2.2654,0.6772,3.9146
4.0000,4.0000,4-1.txt,13.8250,4.2402,2.2995,0.6860,3.9238
4.0000,4.0000,4-1.txt,13.9180,4.2462,2.4033,0.6952,3.9293
4.0000,4.0000,4-1.txt,14.0110,4.2343,2.5056,0.6965,3.9172
4.0000,4.0000,4-1.txt,14.1050,4.2298,2.5249,0.7186,3.9113
4.0000,4.0000,4-1.txt,14.1980,4.2432,2.5499,0.7344,3.9239
4.0000,4.0000,4-1.txt,14.2920,4.2470,2.6719,0.7232,3.9283
4.0000,4.0000,4-1.txt,14.3850,4.2455,2.7075,0.7306,3.9263
4.0000,4.0000,4-1.txt,14.4790,4.2380,2.7719,0.7413,3.9182
4.0000,4.0000,4-1.txt,14.5720,4.2402,2.8627,0.7390,3.9206
4.0000,4.0000,4-1.txt,14.6650,4.2373,2.9742,0.7376,3.9177
4.0000,4.0000,4-1.txt,14.7590,4.2252,2.9819,0.7402,3.9055
4.0000,4.0000,4-1.txt,14.8520,4.2455,3.0141,0.7484,3.9252
4.0000,4.0000,4-1.txt,14.9460,4.2523,3.1251,0.7511,3.9318
4.0000,4.0000,4-1.txt,15.0390,4.2425,3.2178,0.7845,3.9200
4.0000,4.0000,4-1.txt,15.1320,4.2327,3.2625,0.8330,3.9071
4.0000,4.0000,4-1.txt,15.2260,4.2432,3.3188,0.8512,3.9164
4.0000,4.0000,4-1.txt,15.3200,4.2327,3.4197,0.8399,3.9066
4.0000,4.0000,4-1.txt,15.4130,4.2365,3.4572,0.8152,3.9120
4.0000,4.0000,4-1.txt,15.5060,4.2500,3.5302,0.8175,3.9253
4.0000,4.0000,4-1.txt,15.5990,4.2553,3.6835,0.8623,3.9277
4.0000,4.0000,4-1.txt,15.6930,4.2500,3.7287,0.9092,3.9193
4.0000,4.0000,4-1.txt,15.7870,4.2380,3.7498,0.9234,3.9063
4.0000,4.0000,4-1.txt,15.8800,4.2455,3.8479,0.9259,3.9136
4.0000,4.0000,4-1.txt,15.9730,4.2410,3.9329,0.9260,3.9091
4.0000,4.0000,4-1.txt,16.0660,4.2305,4.0473,0.9297,3.8984
4.0000,4.0000,4-1.txt,16.1600,4.2568,4.0929,0.9650,3.9222
4.0000,4.0000,4-1.txt,16.2540,4.2447,4.1766,1.0112,3.9069
4.0000,4.0000,4-1.txt,16.3470,4.2298,4.2347,1.0224,3.8911
4.0000,4.0000,4-1.txt,16.4400,4.2252,4.3515,1.0181,3.8869
4.0000,4.0000,4-1.txt,16.5330,4.2320,4.5980,1.0262,3.8931
4.0000,4.0000,4-1.txt,16.6270,4.2283,4.7157,1.0440,3.8880
4.0000,4.0000,4-1.txt,16.7210,4.2283,4.7734,1.0566,3.8871
4.0000,4.0000,4-1.txt,16.8140,4.2380,4.7893,1.0722,3.8957
4.0000,4.0000,4-1.txt,16.9070,4.2387,4.8373,1.0907,3.8951
4.0000,4.0000,4-1.txt,17.0010,4.2298,4.9253,1.0876,3.8863
4.0000,4.0000,4-1.txt,17.0940,4.2290,5.1401,1.0950,3.8850
4.0000,4.0000,4-1.txt,17.1880,4.2365,5.3429,1.1240,3.8904
4.0000,4.0000,4-1.txt,17.2810,4.2417,5.3808,1.1413,3.8943
4.0000,4.0000,4-1.txt,17.3740,4.2380,5.4563,1.1516,3.8898
4.0000,4.0000,4-1.txt,17.4680,4.2470,5.5375,1.1553,3.8985
4.0000,4.0000,4-1.txt,17.5610,4.2402,5.6802,1.1651,3.8910
4.0000,4.0000,4-1.txt,17.6540,4.2298,5.8609,1.1847,3.8790
4.0000,4.0000,4-1.txt,17.7480,4.2447,5.9873,1.2028,3.8926
4.0000,4.0000,4-1.txt,17.8420,4.2425,6.0695,1.2131,3.8895
4.0000,4.0000,4-1.txt,17.9350,4.2313,6.1656,1.1912,3.8800
4.0000,4.0000,4-1.txt,18.0280,4.2200,6.2540,1.1745,3.8700
4.0000,4.0000,4-1.txt,18.1210,4.2215,6.3684,1.1938,3.8700
4.0000,4.0000,4-1.txt,18.2150,4.2162,6.4833,1.2287,3.8620
4.0000,4.0000,4-1.txt,18.3090,4.2012,6.5976,1.2558,3.8449
4.0000,4.0000,4-1.txt,18.4020,4.2050,6.7019,1.2698,3.8475
4.0000,4.0000,4-1.txt,18.4950,4.2185,6.8062,1.2685,3.8611
4.0000,4.0000,4-1.txt,18.5880,4.2155,6.9432,1.2492,3.8597
4.0000,4.0000,4-1.txt,18.6830,4.1945,7.0407,1.2512,3.8385
4.0000,4.0000,4-1.txt,18.7760,4.2118,7.1637,1.2764,3.8537
4.0000,4.0000,4-1.txt,18.8690,4.2012,7.2834,1.2993,3.8414
4.0000,4.0000,4-1.txt,18.9620,4.1907,7.3843,1.3060,3.8303
4.0000,4.0000,4-1.txt,19.0550,4.2162,7.4996,1.2916,3.8570
4.0000,4.0000,4-1.txt,19.1500,4.2140,7.6280,1.2830,3.8555
4.0000,4.0000,4-1.txt,19.2430,4.2110,7.7476,1.2906,3.8518
4.0000,4.0000,4-1.txt,19.3360,4.1915,7.8625,1.3005,3.8315
4.0000,4.0000,4-1.txt,19.4290,4.2012,7.9845,1.3110,3.8404
4.0000,4.0000,4-1.txt,19.5230,4.2080,8.1316,1.3181,3.8466
4.0000,4.0000,4-1.txt,19.6160,4.1907,8.2709,1.3222,3.8290
4.0000,4.0000,4-1.txt,19.7100,4.2012,8.4069,1.3321,3.8387
4.0000,4.0000,4-1.txt,19.8030,4.2050,8.4930,1.3419,3.8416
4.0000,4.0000,4-1.txt,19.8960,4.1952,8.6222,1.3506,3.8312
4.0000,4.0000,4-1.txt,19.9900,4.1833,8.7899,1.3602,3.8184
4.0000,4.0000,4-1.txt,20.0830,4.1930,8.9283,1.3751,3.8269
4.0000,4.0000,4-1.txt,20.1770,4.1863,9.0403,1.3898,3.8189
4.0000,4.0000,4-1.txt,20.2700,4.1810,9.1883,1.3945,3.8132
4.0000,4.0000,4-1.txt,20.3640,4.1982,9.3296,1.4016,3.8299
4.0000,4.0000,4-1.txt,20.4570,4.1893,9.4517,1.4107,3.8201
4.0000,4.0000,4-1.txt,20.5500,4.1712,9.5704,1.4191,3.8014
4.0000,4.0000,4-1.txt,20.6440,4.1735,9.7093,1.4291,3.8028
4.0000,4.0000,4-1.txt,20.7370,4.1787,9.8222,1.4419,3.8069
4.0000,4.0000,4-1.txt,20.8310,4.1750,9.9452,1.4524,3.8023
4.0000,4.0000,4-1.txt,20.9240,4.1757,10.0687,1.4557,3.8027
4.0000,4.0000,4-1.txt,21.0170,4.1750,10.1889,1.4580,3.8018
4.0000,4.0000,4-1.txt,21.1100,4.1870,10.3205,1.4634,3.8133
4.0000,4.0000,4-1.txt,21.2050,4.1652,10.4762,1.4799,3.7901
4.0000,4.0000,4-1.txt,21.2980,4.1615,10.5978,1.5015,3.7845
4.0000,4.0000,4-1.txt,21.3910,4.1787,10.7353,1.5088,3.8011
4.0000,4.0000,4-1.txt,21.4840,4.1825,10.8943,1.5094,3.8048
4.0000,4.0000,4-1.txt,21.5770,4.1750,11.0539,1.5219,3.7962
4.0000,4.0000,4-1.txt,21.6720,4.1757,11.2009,1.5336,3.7959
4.0000,4.0000,4-1.txt,21.7650,4.1668,11.3268,1.5353,3.7867
4.0000,4.0000,4-1.txt,21.8580,4.1495,11.4628,1.5414,3.7689
4.0000,4.0000,4-1.txt,21.9510,4.1660,11.5955,1.5511,3.7846
4.0000,4.0000,4-1.txt,22.0450,4.1727,11.7536,1.5564,3.7908
4.0000,4.0000,4-1.txt,22.1390,4.1668,11.9021,1.5669,3.7839
4.0000,4.0000,4-1.txt,22.2320,4.1570,12.0631,1.5852,3.7725
4.0000,4.0000,4-1.txt,22.3250,4.1645,12.1995,1.5959,3.7790
4.0000,4.0000,4-1.txt,22.4180,4.1487,12.3495,1.5963,3.7632
4.0000,4.0000,4-1.txt,22.5120,4.1420,12.4994,1.6030,3.7558
4.0000,4.0000,4-1.txt,22.6060,4.1615,12.6580,1.6125,3.7745
4.0000,4.0000,4-1.txt,22.6990,4.1660,12.8161,1.6209,3.7782
4.0000,4.0000,4-1.txt,22.7920,4.1638,12.9982,1.6283,3.7753
4.0000,4.0000,4-1.txt,22.8860,4.1427,13.1544,1.6291,3.7542
4.0000,4.0000,4-1.txt,22.9790,4.1495,13.3077,1.6290,3.7609
4.0000,4.0000,4-1.txt,23.0720,4.1510,13.4759,1.6296,3.7624
4.0000,4.0000,4-1.txt,23.1660,4.1405,13.6359,1.6408,3.7508
4.0000,4.0000,4-1.txt,23.2600,4.1555,13.7767,1.6555,3.7645
4.0000,4.0000,4-1.txt,23.3530,4.1510,13.9339,1.6652,3.7591
4.0000,4.0000,4-1.txt,23.4460,4.1525,14.0737,1.6690,3.7602
4.0000,4.0000,4-1.txt,23.5390,4.1383,14.2203,1.6719,3.7457
4.0000,4.0000,4-1.txt,23.6330,4.1375,14.3866,1.6789,3.7443
4.0000,4.0000,4-1.txt,23.7270,4.1495,14.5639,1.6881,3.7554
4.0000,4.0000,4-1.txt,23.8200,4.1360,14.6956,1.6997,3.7408
4.0000,4.0000,4-1.txt,23.9130,4.1487,14.8099,1.7070,3.7529
4.0000,4.0000,4-1.txt,24.0060,4.1517,14.9858,1.7123,3.7554
4.0000,4.0000,4-1.txt,24.1010,4.1338,15.1521,1.7157,3.7370
4.0000,4.0000,4-1.txt,24.1940,4.1225,15.3116,1.7083,3.7265
4.0000,4.0000,4-1.txt,24.2870,4.1390,15.4534,1.7025,3.7435
4.0000,4.0000,4-1.txt,24.3800,4.1405,15.6130,1.7047,3.7448
4.0000,4.0000,4-1.txt,24.4730,4.1262,15.7715,1.7051,3.7305
4.0000,4.0000,4-1.txt,24.5680,4.1435,15.9229,1.7102,3.7473
4.0000,4.0000,4-1.txt,24.6610,4.1413,16.1084,1.7220,3.7439
4.0000,4.0000,4-1.txt,24.7540,4.1225,16.2699,1.7263,3.7248
4.0000,4.0000,4-1.txt,24.8470,4.1338,16.4328,1.7255,3.7361
4.0000,4.0000,4-1.txt,24.9410,4.1292,16.5822,1.7323,3.7309
4.0000,4.0000,4-1.txt,25.0340,4.1307,16.7543,1.7411,3.7316
4.0000,4.0000,4-1.txt,25.1280,4.1248,16.9326,1.7471,3.7250
4.0000,4.0000,4-1.txt,25.2210,4.1225,17.1065,1.7575,3.7217
4.0000,4.0000,4-1.txt,25.3140,4.1262,17.2863,1.7764,3.7237
4.0000,4.0000,4-1.txt,25.4080,4.1180,17.4482,1.7862,3.7144
4.0000,4.0000,4-1.txt,25.5010,4.1322,17.6236,1.7870,3.7286
4.0000,4.0000,4-1.txt,25.5950,4.1353,17.7846,1.7865,3.7317
4.0000,4.0000,4-1.txt,25.6880,4.1360,17.9230,1.7900,3.7321
4.0000,4.0000,4-1.txt,25.7820,4.1225,18.0898,1.7991,3.7177
4.0000,4.0000,4-1.txt,25.8750,4.1255,18.2455,1.8017,3.7204
4.0000,4.0000,4-1.txt,25.9680,4.1202,18.4137,1.8083,3.7145
4.0000,4.0000,4-1.txt,26.0620,4.1158,18.6035,1.8149,3.7094
4.0000,4.0000,4-1.txt,26.1550,4.1255,18.7813,1.8191,3.7187
4.0000,4.0000,4-1.txt,26.2490,4.1420,18.9264,1.8258,3.7345
4.0000,4.0000,4-1.txt,26.3420,4.1338,19.0754,1.8293,3.7259
4.0000,4.0000,4-1.txt,26.4350,4.1120,19.2518,1.8309,3.7040
4.0000,4.0000,4-1.txt,26.5280,4.1210,19.4373,1.8288,3.7132
4.0000,4.0000,4-1.txt,26.6230,4.1210,19.6304,1.8252,3.7136
4.0000,4.0000,4-1.txt,26.7160,4.1150,19.8083,1.8244,3.7077
4.0000,4.0000,4-1.txt,26.8090,4.1232,19.9851,1.8295,3.7154
4.0000,4.0000,4-1.txt,26.9020,4.1300,20.1552,1.8341,3.7217
4.0000,4.0000,4-1.txt,26.9950,4.1173,20.3287,1.8399,3.7084
4.0000,4.0000,4-1.txt,27.0900,4.1082,20.4772,1.8502,3.6983
4.0000,4.0000,4-1.txt,27.1830,4.1158,20.6531,1.8554,3.7053
4.0000,4.0000,4-1.txt,27.2760,4.1143,20.8309,1.8536,3.7040
4.0000,4.0000,4-1.txt,27.3690,4.1120,20.9866,1.8552,3.7016
4.0000,4.0000,4-1.txt,27.4630,4.1285,21.1779,1.8583,3.7178
4.0000,4.0000,4-1.txt,27.5570,4.1232,21.3624,1.8594,3.7124
4.0000,4.0000,4-1.txt,27.6500,4.1120,21.5512,1.8686,3.7002
4.0000,4.0000,4-1.txt,27.7430,4.1113,21.7252,1.8764,3.6987
4.0000,4.0000,4-1.txt,27.8360,4.1188,21.8824,1.8760,3.7063
4.0000,4.0000,4-1.txt,27.9300,4.1307,22.0563,1.8775,3.7181
4.0000,4.0000,4-1.txt,28.0240,4.1135,22.2226,1.8762,3.7010
4.0000,4.0000,4-1.txt,28.1170,4.1210,22.3874,1.8718,3.7089
4.0000,4.0000,4-1.txt,28.2100,4.1248,22.5720,1.8766,3.7122
4.0000,4.0000,4-1.txt,28.3040,4.1120,22.7589,1.8796,3.6991
4.0000,4.0000,4-1.txt,28.3970,4.1218,22.9362,1.8730,3.7095
4.0000,4.0000,4-1.txt,28.4900,4.1383,23.1270,1.8735,3.7260
4.0000,4.0000,4-1.txt,28.5840,4.1338,23.2947,1.8784,3.7210
4.0000,4.0000,4-1.txt,28.6770,4.1202,23.4620,1.8809,3.7072
4.0000,4.0000,4-1.txt,28.7710,4.1307,23.6066,1.8887,3.7170
4.0000,4.0000,4-1.txt,28.8640,4.1300,23.7960,1.8956,3.7155
4.0000,4.0000,4-1.txt,28.9570,4.1173,23.9805,1.8935,3.7030
4.0000,4.0000,4-1.txt,29.0510,4.1450,24.1698,1.8865,3.7314
4.0000,4.0000,4-1.txt,29.1450,4.1420,24.3592,1.8837,3.7287
4.0000,4.0000,4-1.txt,29.2380,4.1360,24.5096,1.8885,3.7222
4.0000,4.0000,4-1.txt,29.3310,4.1322,24.6821,1.8946,3.7179
4.0000,4.0000,4-1.txt,29.4240,4.1345,24.8806,1.9013,3.7194
4.0000,4.0000,4-1.txt,29.5180,4.1390,25.0507,1.9103,3.7230
4.0000,4.0000,4-1.txt,29.6120,4.1368,25.2256,1.9141,3.7204
4.0000,4.0000,4-1.txt,29.7050,4.1487,25.4347,1.9106,3.7327
4.0000,4.0000,4-1.txt,29.7980,4.1623,25.5899,1.9101,3.7463
4.0000,4.0000,4-1.txt,29.8910,4.1547,25.7403,1.9116,3.7386
4.0000,4.0000,4-1.txt,29.9860,4.1398,25.9157,1.9131,3.7235
4.0000,4.0000,4-1.txt,30.0790,4.1593,26.0940,1.9187,3.7424
4.0000,4.0000,4-1.txt,30.1720,4.1578,26.2838,1.9310,3.7396
4.0000,4.0000,4-1.txt,30.2650,4.1578,26.4722,1.9336,3.7394
4.0000,4.0000,4-1.txt,30.3580,4.1787,26.6683,1.9245,3.7613
4.0000,4.0000,4-1.txt,30.4520,4.1765,26.8336,1.9228,3.7592
4.0000,4.0000,4-1.txt,30.5460,4.1682,27.0032,1.9238,3.7509
4.0000,4.0000,4-1.txt,30.6390,4.1727,27.1820,1.9293,3.7548
4.0000,4.0000,4-1.txt,30.7320,4.1825,27.3617,1.9368,3.7638
4.0000,4.0000,4-1.txt,30.8260,4.1923,27.5487,1.9308,3.7741
4.0000,4.0000,4-1.txt,30.9190,4.1982,27.7385,1.9252,3.7807
4.0000,4.0000,4-1.txt,31.0130,4.2132,27.9322,1.9299,3.7952
4.0000,4.0000,4-1.txt,31.1060,4.2110,28.1119,1.9290,3.7931
4.0000,4.0000,4-1.txt,31.1990,4.2125,28.2815,1.9286,3.7946
4.0000,4.0000,4-1.txt,31.2930,4.2207,28.4733,1.9359,3.8021
4.0000,4.0000,4-1.txt,31.3860,4.2365,28.6602,1.9440,3.8170
4.0000,4.0000,4-1.txt,31.4800,4.2417,28.8409,1.9477,3.8219
4.0000,4.0000,4-1.txt,31.5730,4.2268,29.0278,1.9462,3.8071
4.0000,4.0000,4-1.txt,31.6670,4.2298,29.2244,1.9423,3.8105
4.0000,4.0000,4-1.txt,31.7600,4.2268,29.3777,1.9369,3.8080
4.0000,4.0000,4-1.txt,31.8530,4.2192,29.5459,1.9377,3.8004
4.0000,4.0000,4-1.txt,31.9460,4.2313,29.7395,1.9457,3.8116
4.0000,4.0000,4-1.txt,32.0400,4.2268,29.9284,1.9451,3.8072
4.0000,4.0000,4-1.txt,32.1340,4.2313,30.1124,1.9446,3.8117
4.0000,4.0000,4-1.txt,32.2270,4.2162,30.2965,1.9533,3.7958
4.0000,4.0000,4-1.txt,32.3200,4.2185,30.4493,1.9550,3.7979
4.0000,4.0000,4-1.txt,32.4130,4.2177,30.6310,1.9530,3.7973
4.0000,4.0000,4-1.txt,32.5080,4.2065,30.8218,1.9539,3.7860
4.0000,4.0000,4-1.txt,32.6010,4.2343,31.0121,1.9579,3.8133
4.0000,4.0000,4-1.txt,32.6940,4.2320,31.1836,1.9584,3.8110
4.0000,4.0000,4-1.txt,32.7870,4.2275,31.3600,1.9525,3.8072
4.0000,4.0000,4-1.txt,32.8800,4.2215,31.5522,1.9501,3.8014
4.0000,4.0000,4-1.txt,32.9750,4.2350,31.7353,1.9487,3.8150
4.0000,4.0000,4-1.txt,33.0680,4.2425,31.9155,1.9456,3.8229
4.0000,4.0000,4-1.txt,33.1610,4.2417,32.0909,1.9462,3.8221
4.0000,4.0000,4-1.txt,33.2540,4.2590,32.2687,1.9548,3.8384
4.0000,4.0000,4-1.txt,33.3480,4.2627,32.4571,1.9557,3.8421
4.0000,4.0000,4-1.txt,33.4420,4.2462,32.6503,1.9478,3.8264
4.0000,4.0000,4-1.txt,33.5350,4.2432,32.8026,1.9435,3.8238
4.0000,4.0000,4-1.txt,33.6280,4.2620,33.0059,1.9422,3.8427
